Source;Target;Label;Weight
31;1;L;0.5
38;1;1;5
44;1;3;1
52;1;C;5
55;1;3;1
63;1;L;0.5
69;1;C;5
74;1;2;2
78;1;C;5
80;1;L;0.5
82;1;1;5
97;1;L;0.5
101;1;1;5
111;1;L;0.5
121;1;2;2
7;3;2;2
49;3;2;2
71;3;3;1
96;3;C;5
97;3;3;1
108;3;C;5
7;4;C;5
14;4;C;5
15;4;C;5
17;4;C;5
36;4;C;5
42;4;1;5
45;4;C;5
49;4;C;5
53;4;C;5
64;4;C;5
77;4;1;5
95;4;C;5
114;4;C;5
63;5;C;5
104;5;C;5
3;7;2;2
4;7;C;5
14;7;C;5
15;7;C;5
17;7;C;5
20;7;1;5
36;7;C;5
40;7;2;2
45;7;C;5
49;7;C;5
53;7;C;5
64;7;C;5
87;7;3;1
95;7;C;5
99;7;1;5
114;7;C;5
96;8;1;5
97;8;C;5
114;8;1;5
17;9;3;1
18;9;C;5
29;9;C;5
37;9;2;2
44;9;C;5
59;9;C;5
73;9;3;1
92;9;2;2
114;9;3;1
116;9;2;2
15;11;1;5
16;11;C;5
119;11;2;2
26;13;1;5
74;13;1;5
127;13;2;2
4;14;C;5
7;14;C;5
15;14;C;5
17;14;C;5
36;14;C;5
45;14;C;5
49;14;C1;10
53;14;C;5
64;14;C;5
95;14;C;5
96;14;1;5
114;14;C;5
4;15;C;5
7;15;C;5
11;15;1;5
14;15;C;5
17;15;C;5
19;15;3;1
36;15;C;5
41;15;1;5
45;15;C;5
49;15;C;5
53;15;C;5
59;15;1;5
64;15;C;5
65;15;3;1
95;15;C;5
97;15;3;1
114;15;C;5
11;16;C;5
17;16;3;1
74;16;1;5
80;16;2;2
94;16;1;5
95;16;2;2
109;16;1;5
4;17;C;5
7;17;C;5
9;17;3;1
14;17;C;5
15;17;C;5
16;17;3;1
29;17;2;2
36;17;C;5
45;17;C;5
49;17;C;5
53;17;C;5
61;17;1;5
64;17;C;5
95;17;C;5
104;17;2;2
114;17;C;5
9;18;C;5
29;18;C;5
34;18;1;5
44;18;C;5
59;18;C;5
63;18;2;2
15;19;3;1
23;19;C;5
24;19;C;5
26;19;C;5
45;19;2;2
48;19;2;2
54;19;C;5
55;19;C;5
74;19;C;5
87;19;C;5
90;19;C;5
113;19;C;5
114;19;2;2
121;19;C;5
128;19;1;5
7;20;1;5
36;20;1;5
86;20;C;5
97;20;2;2
27;21;2;2
37;21;2;2
52;21;1;5
68;21;1;5
81;21;2;2
114;21;3;1
19;23;C;5
24;23;C;5
26;23;C;5
47;23;2;2
48;23;3;1
54;23;C;5
55;23;C;5
70;23;2;2
74;23;C;5
87;23;C3;6
90;23;C;5
92;23;2;2
97;23;L;0.5
113;23;C;5
115;23;1;5
121;23;C;5
127;23;L;0.5
19;24;C;5
23;24;C;5
26;24;C;5
54;24;C;5
55;24;C;5
74;24;C;5
87;24;C;5
90;24;C;5
113;24;C;5
121;24;C;5
126;24;1;5
29;25;1;5
42;25;2;2
46;25;C1;10
50;25;1;5
73;25;C;5
76;25;C;5
92;25;C;5
112;25;C;5
13;26;1;5
19;26;C;5
23;26;C;5
24;26;C;5
54;26;C;5
55;26;C;5
74;26;C;5
87;26;C;5
90;26;C;5
113;26;C;5
121;26;C;5
21;27;2;2
65;27;1;5
72;27;C;5
75;27;C;5
77;27;C;5
79;27;C;5
85;27;C;5
88;27;1;5
94;27;C;5
99;27;C;5
102;27;C;5
117;27;C;5
9;29;C;5
17;29;2;2
18;29;C;5
25;29;1;5
44;29;C;5
45;29;3;1
59;29;C;5
86;29;1;5
91;29;1;5
1;31;L;0.5
43;31;C;5
46;31;2;2
55;31;3;1
68;31;3;1
70;31;2;2
117;31;1L;5.5
127;31;L;0.5
45;33;1;5
50;33;2;2
63;33;L;0.5
70;33;1;5
86;33;3;1
101;33;1;5
124;33;3;1
127;33;CL;5.5
128;33;2;2
18;34;1;5
4;36;C;5
7;36;C;5
14;36;C;5
15;36;C;5
17;36;C;5
20;36;1;5
45;36;C;5
49;36;C;5
53;36;C;5
63;36;2;2
64;36;C;5
95;36;C;5
114;36;C;5
9;37;2;2
21;37;2;2
118;37;1;5
119;37;1;5
1;38;1;5
48;38;1;5
97;38;1;5
116;38;C;5
7;40;2;2
81;40;1;5
15;41;1;5
48;41;C;5
87;41;2;2
123;41;C;5
125;41;C;5
127;41;1;5
4;42;1;5
25;42;2;2
51;42;C;5
53;42;2;2
77;42;1;5
111;42;3;1
31;43;C;5
56;43;1;5
108;43;1;5
125;43;1;5
1;44;3;1
9;44;C;5
18;44;C;5
29;44;C;5
45;44;2;2
59;44;C;5
110;44;1;5
4;45;C;5
7;45;C;5
14;45;C;5
15;45;C;5
17;45;C;5
19;45;2;2
29;45;3;1
33;45;1;5
36;45;C;5
44;45;2;2
49;45;C;5
52;45;1;5
53;45;C;5
64;45;C;5
95;45;C;5
114;45;C;5
128;45;1;5
25;46;C1;10
31;46;2;2
73;46;C;5
76;46;C;5
92;46;C;5
112;46;C;5
23;47;2;2
55;47;2;2
57;47;C;5
66;47;C;5
19;48;2;2
23;48;3;1
38;48;1;5
41;48;C;5
50;48;2;2
81;48;3;1
123;48;C;5
125;48;C;5
3;49;2;2
4;49;C;5
7;49;C;5
14;49;C1;10
15;49;C;5
17;49;C;5
36;49;C;5
45;49;C;5
53;49;C;5
55;49;3;1
64;49;C;5
75;49;2;2
84;49;1;5
95;49;CL;5.5
114;49;C;5
123;49;3;1
125;49;2;2
25;50;1;5
33;50;2;2
48;50;2;2
62;50;C;5
42;51;C;5
80;51;2;2
88;51;1;5
121;51;3;1
123;51;1;5
124;51;1;5
1;52;C;5
21;52;1;5
45;52;1;5
69;52;C;5
78;52;C;5
118;52;1;5
4;53;C;5
