Source;Target;Label;Weight
6;1;C;5
7;1;3;1
32;1;1;5
49;1;L;1
53;1;C;5
65;1;3;1
66;1;L;0.5
69;1;2;2
81;1;L;0.5
87;1;C;5
95;1;L;0.5
104;1;1;5
105;1;L;0.5
113;1;3;1
119;1;2;2
127;1;L;0.5
21;2;1;5
95;2;2;2
100;2;1;5
15;3;C;5
17;3;C;5
21;3;C;5
24;3;C;5
26;3;C;5
44;3;C;5
66;3;1;5
71;3;C;5
73;3;C;5
75;3;C;5
77;3;C;5
82;3;C;5
126;3;C;5
10;4;C;5
31;4;2;2
49;4;C;5
52;4;C;5
93;4;1;5
23;5;C;5
29;5;C;5
54;5;C;5
59;5;1;5
70;5;C;5
78;5;C;5
79;5;C;5
85;5;C;5
89;5;C;5
90;5;C;5
103;5;C;5
105;5;1;5
111;5;C;5
116;5;C;5
123;5;3;1
124;5;C;5
128;5;2;2
1;6;C;5
47;6;1;5
53;6;C;5
75;6;1;5
87;6;C;5
97;6;2;2
125;6;1;5
1;7;3;1
8;7;2;2
33;7;3;1
40;7;C;5
52;7;2;2
71;7;2;2
76;7;C;5
111;7;1;5
114;7;1;5
115;7;C;5
120;7;C;5
127;7;3;1
7;8;2;2
13;8;C;5
18;8;1;5
22;8;1;5
34;8;C;5
69;8;C;5
91;8;3;1
96;8;C;5
105;8;1;5
128;8;1;5
10;9;1;5
11;9;C;5
37;9;C;5
39;9;1;5
42;9;C;5
57;9;1;5
107;9;C;5
118;9;C;5
4;10;C;5
9;10;1;5
12;10;2;2
17;10;3;1
18;10;1;5
35;10;2;2
49;10;C;5
52;10;C;5
57;10;2;2
9;11;C;5
37;11;C;5
42;11;C;5
107;11;C;5
118;11;C;5
10;12;2;2
40;12;1;10
42;12;1;5
63;12;C;5
87;12;1;5
91;12;C;5
93;12;C;5
111;12;3;1
8;13;C;5
34;13;C;5
49;13;2;2
69;13;C;5
82;13;1;5
96;13;C;5
22;14;C;5
25;14;C;5
43;14;C;5
51;14;C;5
55;14;C;5
58;14;C;5
65;14;C;5
66;14;C;5
83;14;C;5
86;14;C;5
88;14;C;5
97;14;C;5
105;14;C;5
109;14;C;5
3;15;C;5
17;15;C;5
21;15;C;5
24;15;C;5
26;15;C;5
33;15;L;0.5
43;15;1;5
44;15;C;5
56;15;2;2
62;15;1;5
71;15;C;5
73;15;C3;6
75;15;C3;6
77;15;C;5
82;15;C1;10
97;15;3;1
109;15;2;2
124;15;1;5
126;15;C;5
25;16;3;1
40;16;2;2
54;16;1;5
81;16;C;5
120;16;2;2
121;16;1;5
127;16;L;0.5
3;17;C;5
10;17;3;1
15;17;C;5
21;17;C;5
22;17;3;1
24;17;C;5
26;17;C;5
31;17;L;0.5
44;17;C;5
48;17;3;1
49;17;L;0.5
51;17;2;2
67;17;2;2
71;17;C;5
73;17;C;5
75;17;C;5
77;17;C;5
82;17;C;5
95;17;L;0.5
109;17;2;2
119;17;1;5
126;17;C;5
8;18;1;5
10;18;1;5
39;18;3;1
45;18;2;2
47;18;23;3
108;18;1;5
117;18;2;2
124;18;1;5
57;19;C;5
99;19;C;5
100;19;C;5
102;19;C;5
110;19;C;5
113;19;C;5
117;19;C;5
125;19;C;5
35;20;C;5
48;20;C2;7
73;20;1;5
81;20;1;5
2;21;1;5
3;21;C;5
15;21;C;5
17;21;C;5
24;21;C;5
26;21;C;5
44;21;C;5
55;21;1;5
71;21;C;5
73;21;C;5
75;21;C;5
77;21;C;5
82;21;C;5
113;21;2;2
126;21;C;5
8;22;1;5
14;22;C;5
17;22;3;1
25;22;C1;10
32;22;2;2
43;22;C;5
51;22;C1;10
55;22;C;5
58;22;C;5
63;22;3;1
65;22;C;5
66;22;C;5
83;22;C;5
86;22;C;5
88;22;C;5
91;22;2;2
97;22;C;5
105;22;C;5
109;22;C;5
5;23;C;5
29;23;C;5
54;23;C;5
70;23;C;5
78;23;C;5
79;23;C;5
85;23;C;5
89;23;C;5
90;23;C;5
103;23;C;5
111;23;C;5
116;23;C;5
124;23;C;5
3;24;C;5
15;24;C;5
17;24;C;5
21;24;C;5
26;24;C;5
31;24;1;5
44;24;C;5
55;24;2;2
63;24;3;1
71;24;C;5
73;24;C;5
75;24;C;5
77;24;C;5
82;24;C;5
83;24;3;1
120;24;2;2
126;24;C;5
14;25;C;5
16;25;3;1
22;25;C1;10
43;25;C;5
51;25;C;5
55;25;C;5
58;25;C;5
63;25;3;1
65;25;C;5
66;25;C;5
75;25;2;2
83;25;C;5
86;25;C;5
88;25;C;5
97;25;C;5
98;25;1;5
103;25;1;5
105;25;C;5
109;25;C;5
3;26;C;5
15;26;C;5
17;26;C;5
21;26;C;5
24;26;C;5
31;26;1;5
32;26;1;5
44;26;C;5
60;26;1;5
71;26;C;5
73;26;C;5
75;26;C;5
77;26;C;5
82;26;C;5
126;26;C;5
32;27;C;5
68;27;C;5
98;27;C;5
128;27;C;5
58;28;1;5
68;28;1;5
89;28;1;5
95;28;2;2
5;29;C;5
23;29;C;5
54;29;C;5
70;29;C;5
78;29;C;5
79;29;C;5
80;29;2;2
85;29;C;5
89;29;C;5
90;29;C;5
103;29;C;5
111;29;C;5
116;29;C;5
123;29;1;5
124;29;C;5
4;31;2;2
17;31;L;0.5
24;31;1;5
26;31;1;5
43;31;1;5
60;31;C;5
68;31;3;1
74;31;C;5
92;31;C;5
94;31;C;5
95;31;L;0.5
101;31;2;2
103;31;3;1
115;31;1;5
123;31;2;2
1;32;1;5
22;32;2;2
26;32;1;5
27;32;C;5
33;32;3;1
68;32;C;5
91;32;2;2
98;32;C;5
113;32;2;2
128;32;C1;10
7;33;3;1
15;33;L;0.5
32;33;3;1
42;33;1;5
45;33;13;6
54;33;2;2
95;33;CL;6
108;33;2;2
109;33;2;2
115;33;2;2
125;33;3;1
127;33;L;0.5
8;34;C;5
13;34;C;5
55;34;3;1
69;34;C;5
96;34;C;5
105;34;12;7
10;35;2;2
20;35;C;5
40;35;1;5
43;35;1;5
46;35;1;5
48;35;C;5
125;35;1;5
47;36;2;2
48;36;1;5
49;36;2;2
80;36;2;2
121;36;1;5
9;37;C;5
11;37;C;5
42;37;C;5
107;37;C;5
118;37;C;5
56;38;C;5
9;39;1;5
18;39;3;1
89;39;1;5
103;39;2;2
110;39;1;5
122;39;2;2
7;40;C;5
12;40;1;10
16;40;2;2
35;40;1;5
76;40;C;5
115;40;C;5
119;40;1;5
120;40;C;5
55;41;1;5
59;41;2;2
65;41;2;2
67;41;1;5
80;41;3;1
86;41;1;5
104;41;1;5
114;41;2;2
9;42;C;5
11;42;C;5
12;42;1;5
33;42;1;5
37;42;C;5
49;42;3;1
80;42;3;1
87;42;2;2
107;42;C;5
109;42;2;2
112;42;2;2
117;42;1;5
118;42;C;5
14;43;C;5
15;43;1;5
22;43;C;5
25;43;C;5
31;43;1;5
35;43;1;5
51;43;C;5
55;43;C;5
58;43;C;5
65;43;C;5
66;43;C2;7
83;43;C;5
86;43;C;5
88;43;C;5
97;43;C;5
105;43;C;5
109;43;C;5
3;44;C;5
15;44;C;5
17;44;C;5
21;44;C;5
24;44;C;5
26;44;C;5
68;44;1;5
71;44;C;5
73;44;C;5
75;44;C;5
77;44;C;5
82;44;C;5
126;44;C;5
18;45;2;2
33;45;13;6
61;45;C;5
113;45;1;5
35;46;1;5
57;46;2;2
77;46;1;5
103;46;1;5
106;46;C;5
127;46;C;5
6;47;1;5
18;47;23;3
36;47;2;2
55;47;3;1
71;47;3;1
108;47;C;5
115;47;1;5
123;47;2;2
17;48;3;1
20;48;C2;7
35;48;C;5
36;48;1;5
52;48;1;5
53;48;1;5
97;48;2;2
103;48;2;2
117;48;1;5
1;49;L;1
4;49;C;5
10;49;C;5
13;49;2;2
17;49;L;0.5
36;49;2;2
42;49;3;1
52;49;C;5
62;49;1;5
107;49;1;5
111;49;3;1
122;49;3;1
62;50;C;5
14;51;C;5
17;51;2;2
22;51;C1;10
25;51;C;5
43;51;C;5
55;51;C;5
58;51;C;5
65;51;C;5
66;51;C;5
69;51;1;5
83;51;C;5
86;51;C;5
88;51;C;5
95;51;1;5
97;51;C;5
105;51;C;5
109;51;C;5
114;51;1;5
4;52;C;5
7;52;2;2
10;52;C;5
48;52;1;5
49;52;C;5
54;52;1;5
66;52;1;5
71;52;1;5
83;52;2;2
89;52;3;1
1;53;C;5
6;53;C;5
48;53;1;5
87;53;C;5
95;53;2;2
5;54;C;5
16;54;1;5
23;54;C;5
29;54;C;5
33;54;2;2
52;54;1;5
70;54;C;5
75;54;1;5
78;54;C;5
79;54;C;5
85;54;C;5
89;54;C;5
90;54;C;5
103;54;C;5
111;54;C;5
116;54;C;5
124;54;C;5
14;55;C;5
21;55;1;5
22;55;C;5
24;55;2;2
25;55;C;5
34;55;3;1
41;55;1;5
43;55;C;5
47;55;3;1
51;55;C;5
58;55;C2;7
65;55;C;5
66;55;C;5
83;55;C;5
86;55;C;5
88;55;C;5
91;55;2;2
97;55;C;5
105;55;C;5
109;55;C;5
119;55;2;2
15;56;2;2
38;56;C;5
65;56;1;5
71;56;2;2
94;56;1;5
121;56;2;2
9;57;1;5
10;57;2;2
19;57;C;5
46;57;2;2
81;57;3;1
84;57;3;1
99;57;C;5
100;57;C;5
102;57;C;5
110;57;C;5
113;57;C;5
114;57;1;5
117;57;C;5
118;57;1;5
125;57;C;5
127;57;13L;6.5
14;58;C;5
22;58;C;5
25;58;C;5
28;58;1;5
43;58;C;5
51;58;C;5
55;58;C2;7
65;58;C;5
66;58;C;5
73;58;1;5
83;58;C;5
86;58;C;5
88;58;C;5
89;58;2;2
97;58;C;5
105;58;C;5
109;58;C;5
112;58;1;5
119;58;1;5
5;59;1;5
41;59;2;2
67;59;1;5
73;59;3;1
120;59;2;2
125;59;1;5
26;60;1;5
31;60;C;5
63;60;1;5
74;60;C;5
92;60;C;5
94;60;C;5
101;60;2;2
45;61;C;5
15;62;1;5
49;62;1;5
50;62;C;5
127;62;2;2
12;63;C;5
22;63;3;1
24;63;3;1
25;63;3;1
60;63;1;5
66;63;L;0.5
71;63;1;5
75;63;2;2
78;63;1;5
87;63;3;1
91;63;C;5
93;63;C2;7
127;63;L;0.5
127;64;1;5
1;65;3;1
14;65;C;5
22;65;C;5
25;65;C;5
41;65;2;2
43;65;C;5
51;65;C;5
55;65;C;5
56;65;1;5
58;65;C;5
66;65;C;5
68;65;2;2
81;65;2;2
83;65;C;5
86;65;C;5
88;65;C;5
92;65;1;5
95;65;3;1
97;65;C;5
105;65;C;5
109;65;C;5
1;66;L;0.5
3;66;1;5
14;66;C;5
22;66;C;5
25;66;C;5
43;66;C2;7
51;66;C;5
52;66;1;5
55;66;C;5
58;66;C;5
63;66;L;0.5
65;66;C;5
67;66;3;1
69;66;3;1
83;66;C;5
85;66;2;2
86;66;C;5
88;66;C;5
97;66;C;5
101;66;1;5
105;66;C;5
109;66;C;5
118;66;2;2
120;66;3;1
17;67;2;2
41;67;1;5
59;67;1;5
66;67;3;1
91;67;2;2
122;67;1;5
27;68;C;5
28;68;1;5
31;68;3;1
32;68;C;5
44;68;1;5
65;68;2;2
81;68;3;1
98;68;C;5
99;68;2;2
114;68;1;5
128;68;C;5
1;69;2;2
8;69;C;5
13;69;C;5
34;69;C;5
51;69;1;5
66;69;3;1
84;69;1;5
96;69;C;5
5;70;C;5
23;70;C;5
29;70;C;5
54;70;C;5
78;70;C;5
79;70;C1;10
85;70;C;5
89;70;C;5
90;70;C;5
103;70;C;5
111;70;C;5
116;70;C;5
124;70;C;5
3;71;C;5
7;71;2;2
15;71;C;5
17;71;C;5
21;71;C;5
24;71;C;5
26;71;C;5
44;71;C;5
47;71;3;1
52;71;1;5
56;71;2;2
63;71;1;5
73;71;C;5
75;71;C;5
77;71;C;5
82;71;C;5
97;71;3;1
111;71;2;2
126;71;C;5
75;72;2;2
91;72;1;5
104;72;1;5
3;73;C;5
15;73;C3;6
17;73;C;5
20;73;1;5
21;73;C;5
24;73;C;5
26;73;C;5
44;73;C;5
58;73;1;5
59;73;3;1
71;73;C;5
75;73;C;5
77;73;C;5
82;73;C1;10
112;73;2;2
118;73;2;2
126;73;C2;7
31;74;C;5
60;74;C;5
92;74;C;5
94;74;C;5
3;75;C;5
6;75;1;5
15;75;C3;6
17;75;C;5
21;75;C;5
24;75;C;5
25;75;2;2
26;75;C;5
44;75;C;5
54;75;1;5
63;75;2;2
71;75;C;5
72;75;2;2
73;75;C;5
77;75;C;5
82;75;C;5
126;75;C;5
7;76;C;5
40;76;C;5
115;76;C;5
120;76;C;5
3;77;C;5
