Source;Target;Label;Weight
8;1;1;5
18;1;C;5
29;1;C;5
39;1;C;5
54;1;C;5
56;1;1;5
57;1;C;5
71;1;3;1
79;1;C;5
85;1;C;5
86;1;C;5
95;1;C;5
97;1;L;0.5
105;1;CL;5.5
108;1;C;5
111;1;L;0.5
113;1;3;1
126;1;C;5
127;1;L;0.5
3;2;C;5
10;2;C;5
16;2;C;5
19;2;1;5
27;2;C;5
56;2;2;2
63;2;3;1
64;2;C;5
86;2;1;5
88;2;C;5
101;2;C;5
104;2;C;5
111;2;3;1
117;2;1;5
125;2;1;5
2;3;C;5
10;3;C;5
16;3;C;5
27;3;C;5
64;3;C;5
88;3;C;5
101;3;C;5
104;3;C;5
12;4;C;5
17;4;2;2
71;4;3;1
90;4;C;5
105;4;2;2
123;4;1;5
8;5;C;5
11;5;C;5
24;5;C;5
30;5;C;5
48;5;C;5
79;5;1;5
80;5;2;2
94;5;C;5
117;5;C;5
122;5;C;5
28;6;C;5
52;6;C;5
56;6;C;5
80;6;C;5
82;6;C;5
83;6;C;5
94;6;1;5
97;6;2;2
107;6;12;7
123;6;2;2
14;7;C;5
21;7;2;2
25;7;C;5
38;7;C;5
48;7;2;2
49;7;C;5
55;7;C3;6
65;7;1;5
67;7;C;5
77;7;C;5
89;7;C;5
91;7;1;5
93;7;C;5
102;7;C;5
105;7;3;1
107;7;C;5
111;7;C;5
119;7;2;2
1;8;1;5
5;8;C;5
11;8;C;5
24;8;C;5
30;8;C;5
48;8;C2;7
89;8;1;5
94;8;C;5
117;8;C;5
118;8;1;5
122;8;C;5
127;8;2;2
15;9;3;1
38;9;2;2
40;9;2;2
44;9;1;5
50;9;C;5
53;9;3;1
61;9;2;2
113;9;C;5
123;9;123;8
125;9;1;5
2;10;C;5
3;10;C;5
16;10;C;5
27;10;C;5
31;10;2;2
55;10;1;5
64;10;C;5
88;10;C;5
97;10;1;5
101;10;C;5
104;10;C;5
5;11;C;5
8;11;C;5
24;11;C;5
30;11;C;5
48;11;C;5
83;11;2;2
94;11;C;5
117;11;C;5
122;11;C;5
4;12;C;5
33;12;1;5
67;12;1;5
81;12;1;5
87;12;2;2
90;12;C;5
7;14;C;5
23;14;2;2
25;14;C;5
38;14;C;5
49;14;C;5
55;14;C;5
67;14;C;5
77;14;C;5
89;14;C;5
93;14;C;5
102;14;C;5
107;14;C;5
111;14;C;5
9;15;3;1
19;15;1;5
25;15;3;1
34;15;C;5
78;15;2;2
101;15;1;5
125;15;2;2
2;16;C;5
3;16;C;5
10;16;C;5
27;16;C;5
53;16;1;5
64;16;C;5
88;16;C;5
95;16;1;5
101;16;C;5
104;16;C;5
105;16;1;5
4;17;2;2
38;17;2;2
39;17;3;1
70;17;1;5
73;17;3;1
78;17;1;5
85;17;2;2
103;17;C;5
106;17;2;2
1;18;C;5
21;18;1;5
29;18;C;5
39;18;C;5
54;18;C;5
56;18;1;5
57;18;C;5
79;18;C;5
85;18;C;5
86;18;C;5
95;18;C;5
105;18;C;5
108;18;C;5
110;18;1;5
120;18;1;5
126;18;C;5
2;19;1;5
15;19;1;5
63;19;1;5
121;19;2;2
125;19;1;5
7;21;2;2
18;21;1;5
33;21;2;2
80;21;2;2
14;23;2;2
76;23;1;5
99;23;1;5
107;23;1;5
127;23;3;1
5;24;C;5
8;24;C;5
11;24;C;5
30;24;C;5
39;24;2;2
48;24;C;5
67;24;1;5
94;24;C;5
117;24;C;5
122;24;C;5
7;25;C;5
14;25;C;5
15;25;3;1
38;25;C;5
49;25;C;5
55;25;C;5
63;25;1;5
67;25;C;5
77;25;C;5
89;25;C;5
93;25;C;5
102;25;C;5
107;25;C;5
110;25;23;3
111;25;C;5
114;25;1;5
124;25;1;5
2;27;C;5
3;27;C;5
10;27;C;5
16;27;C;5
53;27;2;2
62;27;1;5
64;27;C;5
88;27;C;5
95;27;1;5
101;27;C;5
104;27;C;5
6;28;C;5
31;28;2;2
33;28;1;5
42;28;1;5
52;28;C;5
56;28;C;5
80;28;C;5
82;28;C;5
83;28;C;5
89;28;1;5
106;28;1;5
127;28;2;2
1;29;C;5
18;29;C;5
39;29;C;5
54;29;C;5
57;29;C;5
59;29;1;5
79;29;C;5
85;29;C;5
86;29;C;5
